urlname,parentname,baseref,valid,result,warning,info,url,name
https://pycsw.org,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Rete-di-Informazione-Contabile-Agricola-(Farms-Agronomical-Mangement-database)?f=html,,200 OK,,,True,https://pycsw.org,296
https://cordis.europa.eu/project/id/862695,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Rete-di-Informazione-Contabile-Agricola-(Farms-Agronomical-Mangement-database)?f=html,,200 OK,,,True,https://cordis.europa.eu/project/id/862695,293
https://ejpsoil.eu/fileadmin/_processed_/0/3/csm_Horizon_2020_funding_Thumbnail_a20cd538b7.jpg,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Rete-di-Informazione-Contabile-Agricola-(Farms-Agronomical-Mangement-database)?f=html,,200 OK,,,True,https://ejpsoil.eu/fileadmin/_processed_/0/3/csm_Horizon_2020_funding_Thumbnail_a20cd538b7.jpg,294
https://catalogue.ejpsoil.eu/static/logo-horizontal.png,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Rete-di-Informazione-Contabile-Agricola-(Farms-Agronomical-Mangement-database)?f=html,,200 OK,,,True,https://catalogue.ejpsoil.eu/static/logo-horizontal.png,296
https://gaia.crea.gov.it/#Rica,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Rete-di-Informazione-Contabile-Agricola-(Farms-Agronomical-Mangement-database)?f=html,,200 OK,,,True,https://gaia.crea.gov.it/#Rica,159
https://catalogue.ejpsoil.eu/collections/metadata:main/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-%28Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils%29?f=html,,,200 OK,,,True,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,
https://catalogue.ejpsoil.eu/static/favicon.ico,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,200 OK,,,True,https://catalogue.ejpsoil.eu/static/favicon.ico,10
https://catalogue.ejpsoil.eu/collections/metadata:main/items/Eesti-pollumuldade-agrokeemilist,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,404 NOT FOUND,,,False,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-pollumuldade-agrokeemilist,11
https://cdn.jsdelivr.net/npm/bootstrap@5.1.0/dist/js/bootstrap.bundle.min.js,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,200 OK,,,True,https://cdn.jsdelivr.net/npm/bootstrap@5.1.0/dist/js/bootstrap.bundle.min.js,15
https://catalogue.ejpsoil.eu/collections/metadata:main,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,200 OK,,,True,https://catalogue.ejpsoil.eu/collections/metadata%3Amain,13
https://unpkg.com/leaflet@1.7.1/dist/leaflet.css,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,200 OK,,,True,https://unpkg.com/leaflet@1.7.1/dist/leaflet.css,17
https://cdn.jsdelivr.net/npm/bootstrap@5.1.0/dist/css/bootstrap.min.css,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,200 OK,,,True,https://cdn.jsdelivr.net/npm/bootstrap@5.1.0/dist/css/bootstrap.min.css,14
https://unpkg.com/leaflet@1.7.1/dist/leaflet.js,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,200 OK,,,True,https://unpkg.com/leaflet@1.7.1/dist/leaflet.js,19
https://code.jquery.com/jquery-3.6.0.js,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,200 OK,,,True,https://code.jquery.com/jquery-3.6.0.js,18
